---------------------------- PROCESS STARTED (31142) for package com.example.bottleneckreader ----------------------------
2026-06-12 12:14:52.261 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  timestampNs,detected,s0,s1,s2,s3,s4,event
2026-06-12 12:15:04.612 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909226725999,1,0.1071,1.3211,1.2580,1.3195,0.2635,
2026-06-12 12:15:04.650 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909260051624,1,1.3315,1.3109,1.2717,1.2956,1.3259,
2026-06-12 12:15:04.692 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909293377041,1,1.3240,1.2779,1.3194,0.0260,1.3202,
2026-06-12 12:15:04.712 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909326702457,1,1.3222,1.2655,1.3216,-0.0321,1.3210,11101
2026-06-12 12:15:04.752 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909360028082,1,1.3224,1.2789,1.3200,-0.0081,1.3200,
2026-06-12 12:15:04.790 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909393353499,1,1.3228,1.3225,0.6729,0.0912,1.3201,
2026-06-12 12:15:04.811 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909426679124,1,1.3225,1.3208,0.2483,0.1098,1.3196,
2026-06-12 12:15:04.845 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909460004541,1,1.3229,1.3219,0.2004,0.1252,1.3197,11001
2026-06-12 12:15:04.886 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909493329957,1,1.3207,1.3191,0.2881,0.1118,1.3199,
2026-06-12 12:15:04.918 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909526655582,1,1.3211,0.2152,0.3920,0.1213,1.3195,
2026-06-12 12:15:04.946 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909559980999,1,1.3212,0.1012,0.4214,0.1190,1.3194,10001
2026-06-12 12:15:04.983 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909593306624,1,1.3224,0.0739,0.4265,0.1369,1.3194,
2026-06-12 12:15:05.009 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909626632041,1,1.3224,0.0246,1.3402,0.0473,1.3180,
2026-06-12 12:15:05.058 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909659957457,1,0.4287,0.0872,1.3189,0.1415,0.5317,
2026-06-12 12:15:05.086 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909693283082,1,0.3648,0.1044,1.3188,0.1951,0.4485,
2026-06-12 12:15:05.113 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909726608499,1,0.3587,0.1007,1.3188,0.2259,0.4180,00100
2026-06-12 12:15:05.151 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909759934124,1,0.0982,1.3201,1.3182,0.2214,0.3801,
2026-06-12 12:15:05.186 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909793259541,1,0.1132,1.3201,1.3190,0.2013,0.3827,01100
2026-06-12 12:15:05.215 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909826584957,1,0.1213,1.3208,1.3192,0.2106,0.4016,
2026-06-12 12:15:05.246 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909859910582,1,0.1168,1.3208,1.3189,0.2152,0.4119,
2026-06-12 12:15:05.285 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909893235999,1,1.3207,1.3185,0.5793,1.3187,1.3194,
2026-06-12 12:15:05.316 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909926561624,1,1.3225,1.3215,0.0146,1.3203,1.3200,
2026-06-12 12:15:05.345 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909959887041,1,1.3245,1.3227,0.0019,1.3208,1.3204,11011
2026-06-12 12:15:05.384 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111909993212457,1,1.3232,1.3208,0.0478,1.3207,1.3204,
2026-06-12 12:15:05.422 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910026538082,1,1.3228,0.1270,0.1603,1.3204,1.3204,
2026-06-12 12:15:05.450 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910059863499,1,1.3211,0.0797,0.1650,1.3200,1.3199,10011
2026-06-12 12:15:05.480 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910093189124,1,1.3199,0.0521,0.1754,1.3199,1.3195,
2026-06-12 12:15:05.512 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910126514541,1,1.3186,0.0132,1.3352,1.2948,1.3183,
2026-06-12 12:15:05.544 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910159839957,1,0.4080,0.2385,1.3177,0.0682,1.3183,
2026-06-12 12:15:05.590 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910193165582,1,0.3139,0.2130,1.3178,-0.0031,1.3180,00101
2026-06-12 12:15:05.615 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910226490999,1,0.4152,0.0949,1.3210,-0.1010,1.3208,
2026-06-12 12:15:05.645 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910259816624,1,0.1672,1.3206,1.2732,1.2710,1.3198,
2026-06-12 12:15:05.686 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910293142041,1,0.1627,1.3205,-0.0788,1.3199,1.3200,
2026-06-12 12:15:05.714 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910326467457,1,0.1279,1.3207,-0.0648,1.3204,1.3198,01011
2026-06-12 12:15:05.748 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910359793082,1,1.3395,1.3205,1.2025,1.3012,1.3197,
2026-06-12 12:15:05.779 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910393118499,1,1.3215,0.0433,1.3187,1.2413,1.3196,
2026-06-12 12:15:05.827 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910426444124,1,1.3198,0.0406,1.3187,1.2533,1.3199,10111
2026-06-12 12:15:05.846 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910459769541,1,1.3198,-0.0039,1.3192,1.2575,1.3201,
2026-06-12 12:15:05.881 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910493094957,1,1.3184,1.3085,1.2921,1.2706,1.3197,
2026-06-12 12:15:05.912 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910526420582,1,0.1043,1.3176,1.3188,0.0240,1.3195,
2026-06-12 12:15:05.950 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910559745999,1,0.1069,1.3201,1.3200,0.0807,1.3215,01101
2026-06-12 12:15:05.989 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910593071624,1,0.1125,1.3220,1.3212,-0.0014,1.3220,
2026-06-12 12:15:06.015 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910626397041,1,1.3192,1.2952,1.2961,1.3121,1.3193,
2026-06-12 12:15:06.045 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910659722457,1,1.3207,1.3203,0.0982,1.3199,0.2665,
2026-06-12 12:15:06.079 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910693048082,1,1.3207,1.3194,0.0144,1.3190,0.2769,11010
2026-06-12 12:15:06.112 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910726373499,1,1.3217,1.3204,-0.0034,1.3200,0.2656,
2026-06-12 12:15:06.149 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910759699124,1,1.3216,1.2975,1.3194,1.3173,0.3133,
2026-06-12 12:15:06.178 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910793024541,1,1.3215,-0.0214,1.3208,0.3198,0.4426,
2026-06-12 12:15:06.210 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910826349957,1,1.3210,-0.0149,1.3205,0.2379,0.4357,10100
2026-06-12 12:15:06.244 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910859675582,1,1.3222,-0.0483,1.3211,0.2379,0.4220,
2026-06-12 12:15:06.288 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910893000999,1,1.3181,1.3188,1.3193,0.2625,0.4410,
2026-06-12 12:15:06.312 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910926326624,1,0.1432,1.3197,0.2963,0.3936,0.4428,
2026-06-12 12:15:06.347 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910959652041,1,0.1364,1.3203,0.2609,0.4101,0.4252,01000
2026-06-12 12:15:06.385 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111910992977457,1,0.1495,1.3229,0.1392,0.3311,0.4160,
2026-06-12 12:15:06.417 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111911026303082,1,1.3215,0.9074,0.1183,1.3208,0.2484,
2026-06-12 12:15:06.445 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111911059628499,1,1.3226,0.1574,0.1536,1.3215,0.1570,
2026-06-12 12:15:06.480 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111911092954124,1,1.3228,0.1560,0.1432,1.3218,0.1621,10010
2026-06-12 12:15:06.518 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111911126279541,1,1.3202,1.3478,0.0703,1.3212,0.1695,
2026-06-12 12:15:06.546 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111911159604957,1,0.2547,1.3211,-0.0827,1.3211,0.1613,
2026-06-12 12:15:06.578 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111911192930582,1,0.1010,1.3215,-0.0456,1.3214,0.1615,01010
2026-06-12 12:15:06.618 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111911226255999,1,0.2000,1.3200,0.0086,1.3202,0.1603,
2026-06-12 12:15:06.659 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111911259581624,1,1.3220,1.3118,1.3208,1.3066,1.3214,
2026-06-12 12:15:06.677 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111911292907041,1,1.3206,-0.0621,1.3211,-0.0875,1.3218,
2026-06-12 12:15:06.726 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111911326232457,1,1.3222,-0.0381,1.3197,-0.0279,1.3205,10101
2026-06-12 12:15:06.753 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111911359558082,1,1.3199,-0.0518,1.3201,-0.0489,1.3197,
2026-06-12 12:15:06.792 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111911392883499,1,1.3195,1.3196,1.3192,-0.0719,1.3201,
2026-06-12 12:15:06.812 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111911426209124,1,0.1168,1.3195,0.2674,0.1570,1.3197,
2026-06-12 12:15:06.847 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111911459534541,1,0.0742,1.3203,0.2758,0.1010,1.3203,01001
2026-06-12 12:15:06.877 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111911492859957,1,1.1347,1.3222,0.8223,0.5566,1.3199,
2026-06-12 12:15:06.924 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111911526185582,1,1.3214,-0.0117,1.3206,1.3186,0.3776,
2026-06-12 12:15:06.944 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111911559510999,1,1.3207,-0.0809,1.3200,1.3187,0.2092,10110
2026-06-12 12:15:06.981 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111911592836624,1,1.3225,-0.1682,1.3214,1.3193,0.2179,
2026-06-12 12:15:07.026 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111911626162041,1,1.3193,-0.1249,1.3212,1.3208,0.1725,
2026-06-12 12:15:07.058 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111911659487457,1,0.4502,0.3195,0.4103,0.4769,0.3978,
2026-06-12 12:15:07.082 31142-31142 LedScoresCsv            com.example.bottleneckreader         D  56458737760074,0,,,,,,null
2026-06-12 12:15:07.097 31142-31301 LedScoresCsv            com.example.bottleneckreader         D  111911692813082,1,0.3607,0.3322,0.2971,0.3236,0.3626,
---------------------------- PROCESS ENDED (31142) for package com.example.bottleneckreader ----------------------------
